Social Category,Age of Death (years)
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,56
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,57
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,58
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,59
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,60
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,61
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,62
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,63
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,64
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,65
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,66
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,67
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,68
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,69
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,70
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,71
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,72
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,73
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,74
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,75
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,76
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,77
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,78
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,79
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,80
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,81
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,82
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,83
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,84
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,85
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,86
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,87
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,88
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,89
Gentry,90
Gentry,90
Gentry,90
Gentry,90
Gentry,90
Gentry,90
Gentry,90
Gentry,91
Gentry,91
Gentry,91
Gentry,91
Gentry,92
Gentry,92
Gentry,92
Gentry,92
Gentry,92
Gentry,92
Gentry,92
Gentry,93
Gentry,93
Gentry,94
Gentry,95
Gentry,95
Gentry,95
Gentry,95
Gentry,96
Gentry,96
Gentry,96
Gentry,97
Gentry,97
Gentry,99
Gentry,99
Gentry,100
Gentry,100
Gentry,100
Gentry,102
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,21
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,22
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,23
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,24
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,25
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,26
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,27
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,28
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,29
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,30
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,31
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,32
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,33
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,34
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,35
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,36
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,37
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,38
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,39
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,40
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,41
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,42
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,43
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,44
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,45
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
Sovereignty,46
